OK,Court ID,Court Name,Fixed Court Name,Court Name Abbreviation,Fixed Court Name Abbreviation,Count,Jurisdiction,Fixed Jurisdiction,First Date,Last Date,Example Case ID,Example Case
x,9637,Bankruptcy Appellate Panel for the First Circuit,,1st Cir. Bankr. App. Panel,,7,United States,,1997-05-13,1998-02-04,168240,View example
x,9632,Bankruptcy Appellate Panel for the Ninth Circuit,,9th Cir. Bankr. App. Panel,,13,United States,,1997-03-14,2016-04-12,377544,View example
x,20907,Bankruptcy Appellate Panel for the Ninth Circuit,,B.A.P. 9th Cir.,9th Cir. Bankr. App. Panel,2,United States,,2012-04-05,2012-04-30,5730034,View example
x,11640,Bankruptcy Appellate Panel for the Second Circuit,10022,2nd Cir. Bankr. App. Panel,,1,United States,,1997-12-12,1997-12-12,1213674,View example
x,11644,Bankruptcy Appellate Panel for the Six Circuit,9346,6th Cir. Bankr. App. Panel,,1,United States,,1998-02-11,1998-02-11,1213617,View example
x,11303,Bankruptcy Appellate Panel for the Tenth Circuit,,10th Cir. Bankr. App. Panel,,2,United States,,1997-12-03,2013-02-04,1213638,View example
x,18889,Barberton Municipal Court,,Barberton Mun. Ct.,,2,Ohio,,1955-11-18,1971-06-22,1783815,View example
x,17066,Barnstable Superior Court,,Barnstable Super. Ct.,,1,Massachusetts,,2017-01-24,2017-01-24,6063819,View example
x,15009,Barren Circuit Court,10183,Barren Cir. Ct.,,1,Kentucky,,1926-03-12,1926-03-12,4901655,View example
x,11865,Batavia City Court,,Batavia City Ct.,,6,New York,,1972-05-23,1983-02-07,802528,View example
x,15733,Bath County Circuit Court,,Bath Cty. Cir. Ct.,,18,Virginia,,1974-03-21,2008-09-08,3782646,View example
x,16034,Bay Circuit Court,16686,Bay Cir. Ct.,,4,Michigan,,1879-09-01,1883-01-04,2240295,View example
x,16686,Bay County Circuit Court,,Bay Cty. Cir. Ct.,,13,Michigan,,1869-12-01,1871-07-01,3868446,View example
,24035,Bay County Circuit Court,,Bay Cty. Cir. Ct.,,1,Florida,,1964-01-08,1964-01-08,1999662,View example
x,14275,Bay County Court,,Bay Cty. Ct.,,11,Florida,,1981-10-27,1991-09-17,2007602,View example
x,10302,Bayonne District Court,,Bayonne Dist. Ct.,,3,New Jersey,,1931-01-01,1938-02-14,452707,View example
x,12970,Beaver County Court Common Pleas,9326,Beaver Cty. C.P.,,1,Pennsylvania,,1948-06-17,1948-06-17,1577108,View example
x,9326,Beaver County Court of Common Pleas,,Beaver Cty. C.P.,,454,Pennsylvania,,1891-11-09,2010-02-02,29896,View example
x,16826,Beaver County Court of Common Pleas,9326,Beaver Cty. Ct. C.P.,,3,Pennsylvania,,1885-11-09,1968-07-15,1036261,View example
x,16732,Beaver County Court of Orphans' Court,Beaver County Orphans' Court,Beaver Cty. Orphans' Ct.,,1,Pennsylvania,,1948-11-20,1948-11-20,1591883,View example
x,12052,Beaver County Court of Oyer and Terminer,,Beaver Cty. Ct. Oyer & Terminer,,4,Pennsylvania,,1923-09-15,1963-04-29,1474564,View example
x,12108,Beaver County Court of Quarter Sessions,,Beaver Cty. Ct. Quarter Sess.,,46,Pennsylvania,,1886-02-23,1969-01-29,1036157,View example
x,13069,Beaver County Court of Quarter Sessions,12108,Beaver Ct. Quarter Sess.,,1,Pennsylvania,,1955-10-06,1955-10-06,1617380,View example
x,12232,Beaver County Orphans' Court,13134,Beaver Orphans' Ct.,,1,Pennsylvania,,1934-03-21,1934-03-21,1513399,View example
x,13134,Beaver County Orphans' Court,,Beaver Cty. Orphans' Ct.,,13,Pennsylvania,,1891-11-09,1988-02-02,825873,View example
x,16634,Beaver County of Common Pleas,,Beaver Cty. C.P.,,1,Pennsylvania,,1982-11-30,1982-11-30,1937671,View example
x,15654,Bedford County Circuit Court,,Bedford Cty. Cir. Ct.,,40,Virginia,,1973-01-12,2005-09-21,3784595,View example
x,13025,Bedford County Court Common Pleas,11290,Bedford Cty. C.P.,,1,Pennsylvania,,1948-07-09,1948-07-09,1577141,View example
x,11290,Bedford County Court of Common Pleas,,Bedford Cty. C.P.,,50,Pennsylvania,,1890-10-06,2007-01-26,820013,View example
x,13028,Bedford County Court of Common Pleas,11290,Bedford Cty. Ct. C.P.,,3,Pennsylvania,,1884-04-04,1948-06-25,1036250,View example
x,21790,Bedford County Court of Oyer and Terminer,,Bedford Cty. Ct. Oyer & Terminer,,1,Pennsylvania,,1886-02-01,1886-02-01,1036206,View example
x,12123,Bedford County Court of Quarter Sessions,,Bedford Cty. Ct. Quarter Sess.,,10,Pennsylvania,,1886-02-02,1957-09-21,1036249,View example
x,16739,Bedford County Orphans' Court,,Bedford Cty. Orphans' Ct.,,7,Pennsylvania,,1885-12-23,1949-02-25,1036209,View example
x,16879,Bedford County Orphans' Court,16739,Bedford Cty. Orphans' Court,,1,Pennsylvania,,1942-10-15,1942-10-15,1551155,View example
x,17493,Bedford Municipal Court,,Bedford Mun. Ct.,,3,Ohio,,1964-03-17,1964-04-28,1820229,View example
?,16498,Before New York City Judge,,Before N.Y. City Judge,,1,New York,,1867-01-01,1867-01-01,2229393,View example
x,14997,Bell Circuit Court,,Bell Cir. Ct.,,6,Kentucky,,1926-02-19,1926-03-16,4901381,View example
x,13603,Bellefontaine Municipal Court,,Bellefontaine Mun. Ct.,,4,Ohio,,1963-10-25,1978-04-04,1436867,View example
x,10133,Belmont Circuit Court,,Belmont Cir. Ct.,,8,Ohio,,1885-06-01,1912-05-01,638384,View example
x,13508,Belmont County Circuit Court,,Belmont Cty. Cir. Ct.,,6,Ohio,,1894-06-01,1912-05-01,395962,View example
x,13091,Belmont County Court,,Belmont Cty. Ct.,,9,Ohio,,1916-05-03,1997-08-15,1604739,View example
x,10087,Belmont County Court of Common Pleas,,Belmont Cty. C.P.,,30,Ohio,,1816-03-01,1998-10-30,628197,View example
x,21530,Belmont County Court of Common Pleas,10087,Belmont County C.P.,,1,Ohio,,1974-10-29,1974-10-29,6692977,View example
x,13389,Belmont County Probate Court,,Belmont Cty. Prob. Ct.,,5,Ohio,,1937-01-16,1953-01-20,1574739,View example
x,17252,Belmont County Probate Court,13389,Belmont County Prob. Ct.,,1,Ohio,,1962-07-28,1962-07-28,1810146,View example
x,19135,Bent County District Court,,Bent Cty. Dist. Ct.,,1,Colorado,,1900-03-06,1900-03-06,2327839,View example
x,15939,Benton County Circuit Court,,Benton Cty. Cir. Ct.,,3,Oregon,,1871-11-01,2016-07-07,2292646,View example
x,20840,Benzie County Circuit Court,,Benzie Cty. Cir. Ct.,,1,Michigan,,1869-08-01,1869-08-01,6052643,View example
x,21308,Berea Municipal Court,,Berea Mun. Ct.,,1,Ohio,,1970-12-01,1970-12-01,6690988,View example
x,9852,Bergen County Circuit Court,,Bergen Cty. Cir. Ct.,,16,New Jersey,,1923-06-27,1948-01-06,433444,View example
x,9479,Bergen County Court,,Bergen Cty. Ct.,,57,New Jersey,,1945-08-29,1976-01-15,289337,View example
x,9872,Bergen County Court of Common Pleas,,Bergen Cty. Ct. C.P.,,16,New Jersey,,1933-02-14,1945-10-17,429151,View example
x,9936,Bergen County Court of Common Pleas,9872,Bergen Cty. C.P.,,1,New Jersey,,1943-02-10,1943-02-10,457681,View example
x,9940,Bergen County Court of Special Sessions,,Bergen Cty. Ct. Spec. Sess.,,1,New Jersey,,1941-09-26,1941-09-26,456053,View example
x,15313,"Bergen County Court, Law Division",,Bergen Cty. Ct. Law Div.,,2,New Jersey,,1952-06-10,1952-07-25,453073,View example
x,9700,Bergen County District Court,,Bergen Cty. Dist. Ct.,,37,New Jersey,,1929-01-01,1983-09-06,298729,View example
x,11177,Bergen County District Court,9700,Bergen Cty. Dist Ct.,,1,New Jersey,,1979-03-28,1979-03-28,914512,View example
x,15285,Bergen County Juvenile and Domestic Court,9526,Bergen Cty. Juv. & Dom. Rel. Ct.,,1,New Jersey,,1961-06-23,1961-06-23,349766,View example
x,9526,Bergen County Juvenile and Domestic Relations Court,,Bergen Cty. Juv. & Dom. Rel. Ct.,,20,New Jersey,,1955-04-06,1980-12-16,289212,View example
x,9832,Bergen County Orphans Court,15169,Bergen Cty. Orphans Ct.,,4,New Jersey,,1934-12-21,1946-09-27,433456,View example
x,15169,Bergen County Orphans' Court,,Bergen Cty. Orphans' Ct.,,3,New Jersey,,1940-09-12,1944-05-25,454432,View example
x,15788,Bergen County Surrogate's Court,,Bergen Cty. Sur. Ct.,,2,New Jersey,,1944-07-10,1944-11-03,458060,View example
x,9197,Berks County Court of Common Pleas,,Berks Cty. C.P.,,838,Pennsylvania,,1840-12-01,2015-12-10,29891,View example
x,14469,Berks County Court of Common Pleas,9197,Berks County C.P.,,5,Pennsylvania,,2011-01-11,2011-02-04,3842825,View example
?,15831,Berks County Court of Common Pleas,,Monroe Cty. C.P.,,1,Pennsylvania,,2006-08-08,2006-08-08,3827404,View example
x,21734,Berks County Court of Common Pleas,9197,Berks Cty. Ct. C.P.,,7,Pennsylvania,,1885-11-02,2015-05-18,1036175,View example
x,22927,Berks County Court of Common Pleas,9197,Berks County Cty. C.P.,,2,Pennsylvania,,2015-03-02,2015-03-02,12126514,View example
x,16705,Berks County Court of Orphans' Court,9668,Berks Cty. Orphans' Ct.,,5,Pennsylvania,,1950-03-04,1951-01-06,1591895,View example
x,16807,Berks County Court of Orphans' Court,9668,Berks Cty. Ct. Orphans' Ct.,,1,Pennsylvania,,1967-12-26,1967-12-26,1704351,View example
x,15809,Berks County Court of Oyer and Terminer,16767,Berks County Ct. Oyer & Terminer,,1,Pennsylvania,,1842-11-01,1842-11-01,897428,View example
x,16767,Berks County Court of Oyer and Terminer,,Berks Cty. Ct. Oyer & Terminer,,1,Pennsylvania,,1941-06-02,1941-06-02,1547840,View example
x,12029,Berks County Court of Quarter Sessions,12956,Berks Cty. Ct. Quarter Sess.,,80,Pennsylvania,,1921-11-21,1964-11-20,1472191,View example
x,12956,Berks County Court of Quarter Sessions,,Berks Ct. Quarter Sess.,,1,Pennsylvania,,1943-08-02,1943-08-02,1555876,View example
x,9668,Berks County Orphans' Court,,Berks Cty. Orphans' Ct.,,93,Pennsylvania,,1872-01-01,1968-11-25,220800,View example
x,16618,Berks County of Common Pleas,9197,Berks Cty. C.P.,,2,Pennsylvania,,1981-03-19,2000-06-13,1937633,View example
x,17304,Berks County of Orphans' Court,9668,Berks Cty. Orphans' Ct.,,2,Pennsylvania,,1952-06-13,1952-07-18,1598471,View example
x,17065,Berkshire Superior Court,,Berkshire Super. Ct.,,1,Massachusetts,,2017-02-06,2017-02-06,6063762,View example
x,20814,Berrien County Circuit Court,,Berrien Cty. Cir. Ct.,,9,Michigan,,1869-12-17,1871-10-01,3868615,View example
x,9743,Binghamton City Court,,Binghamton City Ct.,,22,New York,,1928-01-01,1996-10-17,350688,View example
x,19951,Binghamton City Court,9743,Binghamton Cty. Ct.,,1,New York,,1974-05-10,1974-05-10,1274326,View example
x,22491,Blair County County Court of Common Pleas,9176,Blair County Cty. C.P.,,2,Pennsylvania,,1990-11-30,1990-12-19,8820612,View example
x,9176,Blair County Court of Common Pleas,,Blair Cty. C.P.,,226,Pennsylvania,,1883-05-23,2013-08-05,111093,View example
x,12072,Blair County Court of Quarter Sessions,,Blair Cty. Ct. Quarter Sess.,,16,Pennsylvania,,1922-10-31,1949-05-10,1483236,View example
x,12067,Blair County Orphans' Court,,Blair Cty. Orphans' Ct.,,14,Pennsylvania,,1926-10-18,1963-02-28,1485279,View example
x,22417,Blair County of Common Pleas,9176,Blair Cty. C.P.,,3,Pennsylvania,,2000-03-09,2000-04-28,8744068,View example
x,15216,Board of Public Utility Commissioners,,B.P.U. Commissioners,,1,New Jersey,,1928-01-01,1928-01-01,446775,View example
x,13500,Board of Tax Appeals,,B.T.A.,,3,Ohio,,1957-08-26,1958-04-16,1795434,View example
x,14995,Boone Circuit Court,,Boone Cir. Ct.,,2,Kentucky,,1926-02-16,1926-02-23,4904256,View example
x,16975,Borough of Dumont Municipal Court,,Borough of Dumont Mun. Ct.,,1,New Jersey,,1973-03-06,1973-03-06,297243,View example
x,15240,Borough of Princeton Municipal Court,,Borough of Princeton Mun. Ct.,,1,New Jersey,,1977-02-22,1977-02-22,310526,View example
x,21523,Boss County Court of Common Pleas,,Boss Cty. C.P.,,1,Ohio,,1975-02-25,1975-02-25,6692905,View example
x,15298,Boston Municipal Court,,Bos. Mun. Ct.,,74,Massachusetts,,1823-01-01,1980-09-16,1268358,View example
x,15365,Boston Municipal Court,15298,Bos. Mun. Ct,,28,Massachusetts,,1941-05-07,1941-12-15,4031577,View example
x,15590,Botetourt County Circuit Court,,Botetourt Cty. Cir. Ct.,,32,Virginia,,1973-11-01,2016-05-07,3782466,View example
x,19139,Boulder County District Court,,Boulder Cty. Dist. Ct.,,1,Colorado,,1900-04-12,1900-04-12,2327840,View example
x,21511,Bowling Green County Municipal Court,,Bowling Green Cty. Mun. Ct.,,1,Ohio,,1993-10-29,1993-10-29,6709390,View example
x,21280,Bowling Green Municipal Court,,Bowling Green Mun. Ct.,,8,Ohio,,1983-07-26,1995-10-24,6705714,View example
x,15002,Boyd Circuit Court,,Boyd Cir. Ct.,,5,Kentucky,,1926-03-12,1926-03-26,4901474,View example
x,14996,Boyle Circuit Court,,Boyle Cir. Ct.,,2,Kentucky,,1926-03-16,1926-03-16,4904191,View example
x,14274,Bradford County Circuit Court,,Bradford Cty. Cir. Ct.,,2,Florida,,1976-10-26,1979-09-28,2011264,View example
x,10114,Bradford County Court of Common Pleas,,Bradford Cty. C.P.,,153,Pennsylvania,,1878-03-04,2005-10-12,567046,View example
x,12849,Bradford County Court of Quarter Sessions,,Bradford Cty. Ct. Quarter Sess.,,14,Pennsylvania,,1874-03-23,1959-04-23,1483118,View example
x,13012,Bradford County Orphans' Court,,Bradford Cty. Orphans' Ct.,,3,Pennsylvania,,1941-02-07,1950-09-18,1582349,View example
x,22444,Bradford County of Common Pleas,10114,Bradford Cty. C.P.,,1,Pennsylvania,,2000-03-22,2000-03-22,8745572,View example
x,20823,Branch County Circuit Court,,Branch Cty. Cir. Ct.,,13,Michigan,,1869-10-01,1871-06-01,3869061,View example
x,15005,Breathitt Circuit Court,,Breathitt Cir. Ct.,10183,3,Kentucky,,1925-12-15,1926-03-26,4901845,View example
x,15001,Breckinridge Circuit Court,,Breckinridge Cir. Ct.,10183,2,Kentucky,,1926-02-26,1926-03-23,4905772,View example
x,14212,Brevard County Circuit Court,,Brevard Cty. Cir. Ct.,,14,Florida,,1953-05-12,1975-09-10,1980562,View example
x,14280,Brevard County Court,,Brevard Cty. Ct.,,9,Florida,,1965-12-29,1990-07-18,1997971,View example
x,16721,Brevard County Court Record,16699,Brevard Cty. Ct. Rec.,,1,Florida,,1971-07-01,1971-07-01,2002841,View example
x,16699,Brevard County Court of Record,,Brevard Cty. Ct. Rec.,,1,Florida,,1967-12-14,1967-12-14,1995369,View example
x,9282,Brighton Justice Court,,Brighton J. Ct.,,13,New York,,1973-12-06,2002-07-07,313397,View example
x,14013,Brighton Town Court,,Brighton Town Ct.,,2,New York,,1979-03-12,1983-03-25,810075,View example
x,15751,Bristol Circuit Court,,Bristol Cir. Ct.,,9,Virginia,,1979-05-03,2006-10-27,3782982,View example
x,20863,Bristol Corporation Court,,Bristol Corporation Ct.,,1,Virginia,,1909-09-01,1909-09-01,3880180,View example
x,11577,Bronx County Court,,Bronx Cty. Ct.,,5,New York,,1915-04-12,1962-03-14,745594,View example
x,15401,Brookline Municipal Court,,Brookline Mun. Ct.,,2,Massachusetts,,1941-04-17,1941-09-03,4032530,View example
x,9661,Brooklyn City Court,,Brooklyn City Ct.,,1120,New York,,1848-01-01,1979-01-22,314850,View example
x,14011,"Brooklyn City Court, General Term",9661,Brooklyn City Ct.,,1,New York,,1887-01-01,1887-01-01,1958415,View example
x,10604,Broome County Court,,Broome Cty. Ct.,,7,New York,,1938-11-02,2011-03-11,880794,View example
x,23031,Broome County Surrogate's Court,,Broome Cty. Sur. Ct.,,1,New York,,2016-12-15,2016-12-15,12298387,View example
x,11655,Broward County Circuit Court,,Broward Cty. Cir. Ct.,,103,Florida,,1952-12-23,1982-05-27,1211051,View example
x,14278,Broward County Court,,Broward Cty. Ct.,,52,Florida,,1967-02-20,1991-11-14,1996498,View example
x,16733,Broward County Court Record,,Broward Cty. Ct. Rec.,,1,Florida,,1972-09-11,1972-09-11,2002833,View example
x,16659,Broward County Judges' Court,,Broward Cty. J. Ct.,,1,Florida,,1964-11-17,1964-11-17,1998467,View example
x,16682,Broward County Small Claims Court,,Broward Cty. Small Cl. Ct.,,2,Florida,,1964-04-28,1964-09-02,1999388,View example
x,13180,Brown Circuit Court,,Brown Cir. Ct.,,2,Ohio,,1886-11-01,1907-02-01,1616674,View example
x,9519,Brown County Circuit Court,,Brown Cty. Cir. Ct.,,3,Ohio,,1900-08-01,1909-04-01,417686,View example
x,21526,Brown County Court,,Brown Cty. Ct.,,3,Ohio,,1983-04-28,1983-12-02,6707266,View example
x,12622,Brown County Court of Common Pleas,,Brown Cty. C.P.,,7,Ohio,,1917-06-15,2003-03-24,1555345,View example
x,15612,Brunswick County Circuit Court,,Brunswick Cty. Cir. Ct.,,13,Virginia,,1986-01-15,2009-05-18,3860834,View example
x,15595,Buchanan County Circuit Court,,Buchanan Cty. Cir. Ct.,,18,Virginia,,1985-09-05,2016-06-20,3785185,View example
x,20902,Buchananan County Circuit Court,15595,Buchananan Cty. Cir. Ct.,,1,Virginia,,1987-09-21,1987-09-21,5726392,View example
x,16852,Buck County Court of Common Pleas,,Buck Cty. C.P.,,2,Pennsylvania,,1937-02-01,1937-04-13,1529664,View example
x,15774,Buckingham County Circuit Court,,Buckingham Cty. Cir. Ct.,,4,Virginia,,2011-01-04,2013-02-04,3792425,View example
x,13366,Bucks County Court,,Bucks Cty. Ct.,,1,Pennsylvania,,1966-10-18,1966-10-18,1697874,View example
x,9167,Bucks County Court of Common Pleas,,Bucks Cty. C.P.,,1172,Pennsylvania,,1873-01-01,2013-04-24,29918,View example
x,16769,Bucks County Court of Common Pleas,9167,Bucks Cty. Ct. C.P.,,7,Pennsylvania,,1885-12-07,1968-08-13,1036116,View example
x,16844,Bucks County Court of Criminal Court,13377,Bucks Cty. Ct. Crim. Ct.,,1,Pennsylvania,,1968-07-17,1968-07-17,1704339,View example
x,16877,Bucks County Court of Orphans' Court,9723,Bucks Cty. Ct. Orphans' Ct.,,2,Pennsylvania,,1968-02-01,1968-05-31,1704294,View example
x,13340,Bucks County Court of Oyer and Terminer,,Bucks Cty. Ct. Oyer & Terminer,,4,Pennsylvania,,1953-01-05,1961-07-28,1601217,View example
x,12071,Bucks County Court of Quarter Sessions,,Bucks Cty. Ct. Quarter Sess.,,51,Pennsylvania,,1921-09-06,1968-10-15,1472204,View example
x,16813,Bucks County Court of Quarter Sessions,12071,Bucks County Ct. Quarter Sess.,,1,Pennsylvania,,1953-04-06,1953-04-06,1603579,View example
x,16838,Bucks County Court of Quarter Sessions,12071,Bucks Cty. Ct. of Quarter Sess.,,1,Pennsylvania,,1964-02-04,1964-02-04,1682361,View example
x,13377,Bucks County Criminal Court,,Bucks Cty. Crim. Ct.,,4,Pennsylvania,,1966-11-10,1969-01-31,1697778,View example
x,9723,Bucks County Orphans' Court,,Bucks Cty. Orphans' Ct.,,31,Pennsylvania,,1842-02-01,1989-09-06,351110,View example
x,13306,Bucks County Orphans' Court,9723,Bucks Cty. Orphans' Court,,1,Pennsylvania,,1961-08-04,1961-08-04,1659274,View example
x,16820,Bucks County Orphans' Court,9723,Bucks County Orphans' Ct.,,1,Pennsylvania,,1953-07-17,1953-07-17,1603573,View example
x,16505,Bucks County of Common Pleas,9167,Bucks Cty. C.P.,,11,Pennsylvania,,1981-07-15,2000-05-10,1937609,View example
x,16974,Bucks County of Orphans' Court,9723,Bucks Cty. Orphans' Ct.,,1,Pennsylvania,,1936-11-09,1936-11-09,1527829,View example
x,16827,Bucks Court of Common Pleas,9167,Bucks C.P.,,1,Pennsylvania,,1948-01-05,1948-01-05,1572225,View example
x,16215,Bufallo Superior Court,10071,Bufallo Super. Ct.,,1,New York,,1895-01-01,1895-01-01,2110353,View example
x,10456,Buffalo City Court,,Buffalo City Ct.,,69,New York,,1911-02-23,2013-10-25,766651,View example
x,19763,Buffalo City Court,10456,Buffalo Cty. Ct.,,1,New York,,1967-11-11,1967-11-11,1187710,View example
x,20147,Buffalo Municipal Court,,Buffalo Mun. Ct.,,1,New York,,1898-10-01,1898-10-01,1610525,View example
x,10071,Buffalo Superior Court,,Buffalo Super. Ct.,,700,New York,,1854-10-01,1895-12-23,622822,View example
